id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
195,our industries loses billions to global competitors and tariffs will bring leverage,political messaging emphasizing america first trade ideology,12,25,2,8,5.0,trump_tariff_speech
196,our trade system is exploited by global competitors and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,6,4.0,trump_tariff_speech
197,america is harmed by aggressive exporters and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,11,25,2,8,5.0,trump_tariff_speech
198,our trade system faces imbalance with global competitors and tariffs will restore fairness,assertive trade narrative framing tariffs as defensive tools,13,25,2,9,5.5,trump_tariff_speech
199,our economy faces imbalance with aggressive exporters and tariffs must be imposed,rhetorical justification for protectionist tariff policy,12,25,2,8,5.0,trump_tariff_speech
200,the american market gets the short end from state backed competitors and tariffs will bring leverage,assertive trade narrative framing tariffs as defensive tools,16,25,0,3,2.5,trump_tariff_speech
201,our country is weakened by unfair trade partners and strong tariffs are required,rhetorical justification for protectionist tariff policy,13,25,2,8,5.0,trump_tariff_speech
202,american factories has been cheated by non reciprocal partners and strong tariffs are required,policy simplification that elevates tariffs as primary solution,14,25,1,5,3.5,trump_tariff_speech
203,our manufacturing base faces imbalance with certain trading nations and tariffs are the answer,economic populism linking job losses to foreign trade behavior,14,25,0,3,2.5,trump_tariff_speech
204,our industries faces imbalance with global competitors and strong tariffs are required,economic populism linking job losses to foreign trade behavior,12,25,0,3,2.5,trump_tariff_speech
205,american workers is exploited by other countries and tariffs will protect jobs,simplified economic argument suggesting tariffs will fix trade deficits,12,25,0,4,3.0,trump_tariff_speech
206,the united states gets the short end from aggressive exporters and new tariffs will respond,assertive trade narrative framing tariffs as defensive tools,15,25,2,9,5.5,trump_tariff_speech
207,our trade system is exploited by global competitors and tariffs will rebalance trade,assertive trade narrative framing tariffs as defensive tools,13,25,1,7,4.5,trump_tariff_speech
208,american workers has been treated unfairly by non reciprocal partners and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,15,25,1,7,4.5,trump_tariff_speech
209,american businesses faces imbalance with unfair trade partners and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,13,25,2,8,5.0,trump_tariff_speech
210,our country is harmed by aggressive exporters and new tariffs will respond,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,0,4,3.0,trump_tariff_speech
211,our economy is exploited by overseas economies and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,12,25,1,7,4.5,trump_tariff_speech
212,our industries faces imbalance with aggressive exporters and tariffs are the answer,policy simplification that elevates tariffs as primary solution,12,25,0,4,3.0,trump_tariff_speech
213,our economy gets the short end from non reciprocal partners and tariffs will protect jobs,policy simplification that elevates tariffs as primary solution,15,25,1,6,4.0,trump_tariff_speech
214,our economy faces imbalance with overseas economies and tariffs will protect jobs,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,0,3,2.5,trump_tariff_speech
215,our industries gets the short end from overseas economies and tariffs will protect jobs,assertive trade narrative framing tariffs as defensive tools,14,25,2,8,5.0,trump_tariff_speech
216,our country gets the short end from global competitors and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,15,25,1,6,4.0,trump_tariff_speech
217,us companies is weakened by unfair trade partners and tariffs will bring leverage,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
218,our trade system is harmed by non reciprocal partners and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,14,25,0,4,3.0,trump_tariff_speech
219,the united states suffers losses from overseas economies and tariffs will restore fairness,campaign style messaging supporting protectionist economics,13,25,1,7,4.5,trump_tariff_speech
220,the american market loses billions to global competitors and tariffs will correct the imbalance,policy simplification that elevates tariffs as primary solution,14,25,0,4,3.0,trump_tariff_speech
221,our domestic producers has been treated unfairly by non reciprocal partners and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,1,7,4.5,trump_tariff_speech
222,american factories suffers losses from overseas economies and tariffs will bring leverage,economic populism linking job losses to foreign trade behavior,12,25,2,8,5.0,trump_tariff_speech
223,america suffers losses from foreign nations and tariffs will restore fairness,campaign style messaging supporting protectionist economics,11,25,0,3,2.5,trump_tariff_speech
224,our trade system has been cheated by unfair trade partners and tariffs will correct the imbalance,nationalistic economic framing that blames foreign actors and promotes tariffs,16,25,0,3,2.5,trump_tariff_speech
225,the united states is weakened by overseas economies and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,13,25,2,8,5.0,trump_tariff_speech
226,our industries is harmed by non reciprocal partners and new tariffs will respond,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
227,american businesses gets the short end from foreign nations and tariffs are needed,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,1,7,4.5,trump_tariff_speech
228,our industries is harmed by non reciprocal partners and tariffs are the answer,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,0,4,3.0,trump_tariff_speech
229,us companies loses billions to certain trading nations and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,13,25,0,4,3.0,trump_tariff_speech
230,our trade system suffers losses from foreign nations and strong tariffs are required,political messaging emphasizing america first trade ideology,13,25,2,8,5.0,trump_tariff_speech
231,the american market faces imbalance with aggressive exporters and new tariffs will respond,policy simplification that elevates tariffs as primary solution,13,25,0,4,3.0,trump_tariff_speech
232,american businesses is harmed by state backed competitors and tariffs are the answer,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,3,2.5,trump_tariff_speech
233,our country suffers losses from certain trading nations and strong tariffs are required,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
234,our domestic producers is weakened by overseas economies and tariffs must be imposed,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,7,4.5,trump_tariff_speech
235,our economy gets the short end from other countries and tariffs will protect jobs,political messaging emphasizing america first trade ideology,14,25,1,7,4.5,trump_tariff_speech
