id,cleaned_text,token_length,padding_length,label,harm_index,sample_weight,category
420,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
421,only elderly get covid,4,20,1,6,4.0,demographic_myth
422,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
423,only elderly get covid,4,20,1,6,4.0,demographic_myth
424,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
425,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
426,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
427,covid was created to reduce population,6,20,2,10,6.0,conspiracy
428,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
429,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
430,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
431,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
432,only elderly get covid,4,20,1,6,4.0,demographic_myth
433,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
434,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
435,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
436,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
437,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
438,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
439,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
440,only elderly get covid,4,20,1,6,4.0,demographic_myth
441,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
442,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
443,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
444,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
445,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
446,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
447,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
448,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
449,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
450,covid was created to reduce population,6,20,2,10,6.0,conspiracy
451,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
452,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
453,5g towers spread covid,4,20,2,9,5.5,technology_myth
454,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
455,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
456,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
457,covid was created to reduce population,6,20,2,10,6.0,conspiracy
458,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
459,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
460,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
461,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
462,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
463,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
464,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
465,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
466,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
467,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
468,covid was created to reduce population,6,20,2,10,6.0,conspiracy
469,5g towers spread covid,4,20,2,9,5.5,technology_myth
470,covid was created to reduce population,6,20,2,10,6.0,conspiracy
471,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
472,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
473,covid was created to reduce population,6,20,2,10,6.0,conspiracy
474,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
475,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
476,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
477,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
478,covid was created to reduce population,6,20,2,10,6.0,conspiracy
479,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
480,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
481,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
482,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
483,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
484,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
485,covid was created to reduce population,6,20,2,10,6.0,conspiracy
486,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
487,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
488,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
489,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
490,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
491,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
492,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
493,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
494,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
495,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
496,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
497,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
498,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
499,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
500,only elderly get covid,4,20,1,6,4.0,demographic_myth
501,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
502,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
503,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
504,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
505,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
506,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
507,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
508,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
509,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
510,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
511,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
512,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
513,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
514,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
515,5g towers spread covid,4,20,2,9,5.5,technology_myth
516,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
517,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
518,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
519,5g towers spread covid,4,20,2,9,5.5,technology_myth
520,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
521,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
522,5g towers spread covid,4,20,2,9,5.5,technology_myth
523,5g towers spread covid,4,20,2,9,5.5,technology_myth
524,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
525,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
526,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
527,only elderly get covid,4,20,1,6,4.0,demographic_myth
528,only elderly get covid,4,20,1,6,4.0,demographic_myth
529,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
530,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
531,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
532,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
533,covid was created to reduce population,6,20,2,10,6.0,conspiracy
534,only elderly get covid,4,20,1,6,4.0,demographic_myth
535,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
536,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
537,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
538,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
539,5g towers spread covid,4,20,2,9,5.5,technology_myth
540,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
541,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
542,covid was created to reduce population,6,20,2,10,6.0,conspiracy
543,covid was created to reduce population,6,20,2,10,6.0,conspiracy
544,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
545,5g towers spread covid,4,20,2,9,5.5,technology_myth
546,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
547,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
548,only elderly get covid,4,20,1,6,4.0,demographic_myth
549,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
550,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
551,covid was created to reduce population,6,20,2,10,6.0,conspiracy
552,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
553,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
554,only elderly get covid,4,20,1,6,4.0,demographic_myth
555,only elderly get covid,4,20,1,6,4.0,demographic_myth
556,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
557,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
558,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
559,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
560,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
561,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
562,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
563,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
564,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
565,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
566,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
567,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
568,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
569,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
570,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
571,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
572,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
573,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
574,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
575,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
576,5g towers spread covid,4,20,2,9,5.5,technology_myth
577,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
578,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
579,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
580,5g towers spread covid,4,20,2,9,5.5,technology_myth
581,only elderly get covid,4,20,1,6,4.0,demographic_myth
582,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
583,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
584,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
585,only elderly get covid,4,20,1,6,4.0,demographic_myth
586,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
587,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
588,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
589,covid was created to reduce population,6,20,2,10,6.0,conspiracy
590,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
591,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
592,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
593,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
594,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
595,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
596,5g towers spread covid,4,20,2,9,5.5,technology_myth
597,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
598,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
599,5g towers spread covid,4,20,2,9,5.5,technology_myth
600,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
601,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
602,only elderly get covid,4,20,1,6,4.0,demographic_myth
603,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
604,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
605,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
606,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
607,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
608,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
609,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
610,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
611,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
612,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
613,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
614,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
615,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
616,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
617,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
618,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
619,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
620,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
621,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
622,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
623,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
624,only elderly get covid,4,20,1,6,4.0,demographic_myth
625,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
626,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
627,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
628,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
629,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
630,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
631,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
632,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
633,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
634,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
635,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
636,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
637,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
638,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
639,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
640,only elderly get covid,4,20,1,6,4.0,demographic_myth
641,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
642,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
643,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
644,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
645,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
646,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
647,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
648,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
649,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
650,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
651,covid was created to reduce population,6,20,2,10,6.0,conspiracy
652,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
653,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
654,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
655,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
656,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
657,covid was created to reduce population,6,20,2,10,6.0,conspiracy
658,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
659,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
660,covid was created to reduce population,6,20,2,10,6.0,conspiracy
661,5g towers spread covid,4,20,2,9,5.5,technology_myth
662,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
663,only elderly get covid,4,20,1,6,4.0,demographic_myth
664,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
665,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
666,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
667,covid was created to reduce population,6,20,2,10,6.0,conspiracy
